200 19900
62 192 58
62 193 43
62 194 45
62 195 50
62 196 43
62 197 42
62 198 34
62 199 24
63 64 91
63 65 88
63 66 79
63 67 13
63 68 86
63 69 96
63 70 34
63 71 19
63 72 8
63 73 55
63 74 32
63 75 100
63 76 25
63 77 41
63 78 30
63 79 9
63 80 27
63 81 71
63 82 96
63 83 11
63 84 45
63 85 72
63 86 40
63 87 54
63 88 56
63 89 86
63 90 92
63 91 63
63 92 32
63 93 99
63 94 82
63 95 20
63 96 61
63 97 38
63 98 11
63 99 48
63 100 87
63 101 28
63 102 91
63 103 21
63 104 61
63 105 25
63 106 31
63 107 37
63 108 49
63 109 95
63 110 44
63 111 61
63 112 67
63 113 77
63 114 3
63 115 31
63 116 63
63 117 94
63 118 72
63 119 34
63 120 32
63 121 95
63 122 58
63 123 5
63 124 66
63 125 41
63 126 71
63 127 85
63 128 93
63 129 11
63 130 71
63 131 97
63 132 64
63 133 24
63 134 76
63 135 14
63 136 30
63 137 76
63 138 58
63 139 30
63 140 10
63 141 74
63 142 22
63 143 41
63 144 37
63 145 19
63 146 70
63 147 30
63 148 55
63 149 64
63 150 15
63 151 74
63 152 69
63 153 44
63 154 76
63 155 92
63 156 30
63 157 78
63 158 52
63 159 84
63 160 50
63 161 78
63 162 19
63 163 98
63 164 25
63 165 97
63 166 26
63 167 55
63 168 75
63 169 33
63 170 40
63 171 19
63 172 79
63 173 49
63 174 73
63 175 27
63 176 53
63 177 43
63 178 3
63 179 50
63 180 30
63 181 53
63 182 76
63 183 31
63 184 47
63 185 44
63 186 37
63 187 97
63 188 52
63 189 36
63 190 98
63 191 87
63 192 43
63 193 92
63 194 13
63 195 73
63 196 3
63 197 89
63 198 65
63 199 62
64 65 74
64 66 66
64 67 60
64 68 52
64 69 73
64 70 94
64 71 25
64 72 96
64 73 75
64 74 3
64 75 44
64 76 25
64 77 42
64 78 44
64 79 65
64 80 73
64 81 28
64 82 87
64 83 54
64 84 49
64 85 53
64 86 12
64 87 5
64 88 77
64 89 80
64 90 99
64 91 63
64 92 44
64 93 51
64 94 10
64 95 41
64 96 44
64 97 83
64 98 10
64 99 28
64 100 47
64 101 40
64 102 48
64 103 75
64 104 70
64 105 19
64 106 50
64 107 80
64 108 94
64 109 1
64 110 69
64 111 31
64 112 33
64 113 25
64 114 79
64 115 4
64 116 62
64 117 67
64 118 2
64 119 68
64 120 92
64 121 20
64 122 72
64 123 60
64 124 49
64 125 29
64 126 5
64 127 16
64 128 38
64 129 27
64 130 97
64 131 78
64 132 61
64 133 23
64 134 28
64 135 69
64 136 16
64 137 71
64 138 91
64 139 8
64 140 3
64 141 19
64 142 79
64 143 87
64 144 1
64 145 68
64 146 79
64 147 75
64 148 62
64 149 70
64 150 82
64 151 59
64 152 66
64 153 69
64 154 7
64 155 53
64 156 52
64 157 88
64 158 89
64 159 57
64 160 43
64 161 67
64 162 18
64 163 27
64 164 2
64 165 90
64 166 85
64 167 11
64 168 78
64 169 32
64 170 55
64 171 100
64 172 42
64 173 57
64 174 64
64 175 10
64 176 22
64 177 95
64 178 81
64 179 42
64 180 47
64 181 10
64 182 71
64 183 43
64 184 78
64 185 92
64 186 14
64 187 83
64 188 52
64 189 34
64 190 35
64 191 97
64 192 22
64 193 81
64 194 68
64 195 22
64 196 73
64 197 4
64 198 91
64 199 48
65 66 87
65 67 97
65 68 23
65 69 41
65 70 79
65 71 4
65 72 1
65 73 7
65 74 89
65 75 50
65 76 59
65 77 70
65 78 100
65 79 50
65 80 36
65 81 45
65 82 29
65 83 34
65 84 80
65 85 53
65 86 24
65 87 32
65 88 16
65 89 51
65 90 5
65 91 2
65 92 51
65 93 52
65 94 85
65 95 19
65 96 8
65 97 6
65 98 16
65 99 1
65 100 37
65 101 59
65 102 94
65 103 59
65 104 43
65 105 49
65 106 45
65 107 71
65 108 80
65 109 100
65 110 98
65 111 79
65 112 88
65 113 33
65 114 98
65 115 8
65 116 23
65 117 9
65 118 52
65 119 49
65 120 40
65 121 20
65 122 21
65 123 2
65 124 44
65 125 47
65 126 51
65 127 34
65 128 6
65 129 66
65 130 29
65 131 65
65 132 6
65 133 59
65 134 10
65 135 32
65 136 48
65 137 86
65 138 30
65 139 38
65 140 87
65 141 24
65 142 32
65 143 6
65 144 63
65 145 63
65 146 28
65 147 78
65 148 1
65 149 22
65 150 7
65 151 85
65 152 79
65 153 13
65 154 27
65 155 18
65 156 43
65 157 7
65 158 35
65 159 7
65 160 1
65 161 2
65 162 5
65 163 8
65 164 33
65 165 52
65 166 81
65 167 52
65 168 56
65 169 2
65 170 91
65 171 87
65 172 55
65 173 24
65 174 51
65 175 47
65 176 64
65 177 3
65 178 47
65 179 98
65 180 2
65 181 29
65 182 61
65 183 46
65 184 73
65 185 16
65 186 90
65 187 26
65 188 45
65 189 88
65 190 57
65 191 70
65 192 59
65 193 51
65 194 25
65 195 10
65 196 33
65 197 32
65 198 10
65 199 79
66 67 62
66 68 79
66 69 65
66 70 59
66 71 83
66 72 7
66 73 18
66 74 49
66 75 8
66 76 85
66 77 49
66 78 7
66 79 66
66 80 27
66 81 10
66 82 87
66 83 5
66 84 17
66 85 95
66 86 87
66 87 5
66 88 16
66 89 51
66 90 60
66 91 18
66 92 91
66 93 64
66 94 41
66 95 15
66 96 41
66 97 74
66 98 1
66 99 98
66 100 54
66 101 97
66 102 79
66 103 55
66 104 50
66 105 63
66 106 17
66 107 81
66 108 13
66 109 64
66 110 52
66 111 80
66 112 72
66 113 76
66 114 89
66 115 2
66 116 41
66 117 89
66 118 99
66 119 46
66 120 42
66 121 4
66 122 84
66 123 74
66 124 97
66 125 74
66 126 26
66 127 27
66 128 17
66 129 1
66 130 55
66 131 46
66 132 93
66 133 96
66 134 43
66 135 17
66 136 42
66 137 50
66 138 6
66 139 46
66 140 45
66 141 69
66 142 63
66 143 69
66 144 66
66 145 4
66 146 43
66 147 31
66 148 74
66 149 64
66 150 44
66 151 14
66 152 75
66 153 86
66 154 41
66 155 70
66 156 95
66 157 77
66 158 27
66 159 33
66 160 99
66 161 85
66 162 7
66 163 27
66 164 17
66 165 59
66 166 82
66 167 82
66 168 75
66 169 66
66 170 57
66 171 94
66 172 80
66 173 58
66 174 45
66 175 99
66 176 97
66 177 29
66 178 24
66 179 38
66 180 39
66 181 31
66 182 98
66 183 58
66 184 35
66 185 33
66 186 70
66 187 18
66 188 57
66 189 28
66 190 47
66 191 5
66 192 72
66 193 20
66 194 96
66 195 49
66 196 34
66 197 38
66 198 66
66 199 4
67 68 44
67 69 52
67 70 70
67 71 53
67 72 17
67 73 9
67 74 57
67 75 71
67 76 17
67 77 46
67 78 25
67 79 16
67 80 26
67 81 55
67 82 19
67 83 7
67 84 27
67 85 56
67 86 85
67 87 20
67 88 100
67 89 24
67 90 86
67 91 45
67 92 48
67 93 43
67 94 9
67 95 62
67 96 66
67 97 54
67 98 80
67 99 99
67 100 74
67 101 60
67 102 86
67 103 20
67 104 1
67 105 93
67 106 100
67 107 85
67 108 18
67 109 18
67 110 34
67 111 97
67 112 27
67 113 35
67 114 39
67 115 37
67 116 29
67 117 40
67 118 70
67 119 59
67 120 76
67 121 53
67 122 70
67 123 29
67 124 8
67 125 94
67 126 52
67 127 95
67 128 29
67 129 31
67 130 23
67 131 70
67 132 13
67 133 25
67 134 82
67 135 63
67 136 42
67 137 22
67 138 92
67 139 85
67 140 79
67 141 38
67 142 85
67 143 86
67 144 46
67 145 33
67 146 52
67 147 60
67 148 8
67 149 5
67 150 52
67 151 54
67 152 24
67 153 51
67 154 32
67 155 37
67 156 9
67 157 20
67 158 53
67 159 61
67 160 30
67 161 20
67 162 36
67 163 59
67 164 17
67 165 60
67 166 1
67 167 23
67 168 25
67 169 90
67 170 74
67 171 77
67 172 92
67 173 78
67 174 11
67 175 59
67 176 35
67 177 5
67 178 55
67 179 44
67 180 35
67 181 61
67 182 96
67 183 52
67 184 38
67 185 52
67 186 40
67 187 29
67 188 40
67 189 82
67 190 14
67 191 73
67 192 97
67 193 44
67 194 47
67 195 51
67 196 29
67 197 52
67 198 36
67 199 20
68 69 60
68 70 49
68 71 77
68 72 7
68 73 98
68 74 37
68 75 32
68 76 54
68 77 33
68 78 15
68 79 75
68 80 67
68 81 51
68 82 20
68 83 87
68 84 2
68 85 78
68 86 36
68 87 1
68 88 22
68 89 8
68 90 28
68 91 41
68 92 11
68 93 67
68 94 39
68 95 28
68 96 87
68 97 78
68 98 90
68 99 20
68 100 27
68 101 6
68 102 37
68 103 22
68 104 3
68 105 3
68 106 56
68 107 35
68 108 1
68 109 69
68 110 12
68 111 59
68 112 47
68 113 33
68 114 48
68 115 74
68 116 45
68 117 97
68 118 13
68 119 78
68 120 15
68 121 70
68 122 87
68 123 81
68 124 4
68 125 29
68 126 14
68 127 97
68 128 59
68 129 12
68 130 15
68 131 75
68 132 49
68 133 58
68 134 37
68 135 57
68 136 65
68 137 16
68 138 90
68 139 82
68 140 38
68 141 14
68 142 97
68 143 58
68 144 83
68 145 38
68 146 51
68 147 30
68 148 34
68 149 85
68 150 69
68 151 25
68 152 30
68 153 58
68 154 99
68 155 41
68 156 7
68 157 22
68 158 80
68 159 28
68 160 75
68 161 52
68 162 71
68 163 21
68 164 72
68 165 100
68 166 32
68 167 67
68 168 21
68 169 14
68 170 54
68 171 66
68 172 56
68 173 7
68 174 30
68 175 98
68 176 86
68 177 35
68 178 58
68 179 11
68 180 85
68 181 33
68 182 74
68 183 24
68 184 73
68 185 49
68 186 96
68 187 79
68 188 75
68 189 50
68 190 26
68 191 50
68 192 38
68 193 30
68 194 93
68 195 63
68 196 20
68 197 73
68 198 67
68 199 4
69 70 10
69 71 68
69 72 99
69 73 28
69 74 78
69 75 66
69 76 77
69 77 83
69 78 67
69 79 98
69 80 29
69 81 82
69 82 23
69 83 30
69 84 38
69 85 28
69 86 93
69 87 91
69 88 35
69 89 51
69 90 6
69 91 36
69 92 80
69 93 70
69 94 77
69 95 30
69 96 36
69 97 55
69 98 18
69 99 73
69 100 60
69 101 35
69 102 49
69 103 93
69 104 13
69 105 78
69 106 79
69 107 91
69 108 31
69 109 37
69 110 66
69 111 8
69 112 54
69 113 60
69 114 11
69 115 10
69 116 89
69 117 37
69 118 51
69 119 20
69 120 18
69 121 33
69 122 23
69 123 53
69 124 48
69 125 18
69 126 9
69 127 47
69 128 59
69 129 35
69 130 56
69 131 66
69 132 80
69 133 47
69 134 12
69 135 69
69 136 91
69 137 18
69 138 40
69 139 92
69 140 6
69 141 76
69 142 74
69 143 32
69 144 8
69 145 38
69 146 45
69 147 74
69 148 96
69 149 14
69 150 67
69 151 76
69 152 27
69 153 87
69 154 80
69 155 34
69 156 90
69 157 41
69 158 18
69 159 90
69 160 58
69 161 39
69 162 94
69 163 41
69 164 90
69 165 67
69 166 24
69 167 66
69 168 67
69 169 100
69 170 75
69 171 75
69 172 51
69 173 71
69 174 48
69 175 49
69 176 79
69 177 45
69 178 55
69 179 33
69 180 21
69 181 42
69 182 23
69 183 72
69 184 51
69 185 99
69 186 4
69 187 64
69 188 26
69 189 79
69 190 88
69 191 18
69 192 71
69 193 31
69 194 28
69 195 35
69 196 36
69 197 82
69 198 7
69 199 6
70 71 8
70 72 99
70 73 67
70 74 86
70 75 50
70 76 93
70 77 20
70 78 2
70 79 46
70 80 15
70 81 45
70 82 54
70 83 47
70 84 48
70 85 29
70 86 97
70 87 47
70 88 18
70 89 21
70 90 98
70 91 76
70 92 29
70 93 67
70 94 45
70 95 59
70 96 42
70 97 21
70 98 56
70 99 65
70 100 25
70 101 21
70 102 45
70 103 72
70 104 51
70 105 45
70 106 92
70 107 92
70 108 64
70 109 31
70 110 98
70 111 98
70 112 37
70 113 74
70 114 96
70 115 67
70 116 56
70 117 66
70 118 24
70 119 47
70 120 58
70 121 85
70 122 16
70 123 68
70 124 68
70 125 2
70 126 79
70 127 5
70 128 12
70 129 68
70 130 100
70 131 40
70 132 75
70 133 79
70 134 90
70 135 81
70 136 80
70 137 69
70 138 8
70 139 69
70 140 73
70 141 73
70 142 21
70 143 83
70 144 15
70 145 38
70 146 41
70 147 26
70 148 16
70 149 36
70 150 62
70 151 88
70 152 85
70 153 19
70 154 59
70 155 92
70 156 69
70 157 28
70 158 28
70 159 94
70 160 45
70 161 90
70 162 50
70 163 93
70 164 73
70 165 23
70 166 39
70 167 20
70 168 6
70 169 23
70 170 66
70 171 24
70 172 68
70 173 77
70 174 78
70 175 58
70 176 64
70 177 99
70 178 87
70 179 96
70 180 97
70 181 32
70 182 82
70 183 71
70 184 84
70 185 14
70 186 47
70 187 76
70 188 51
70 189 27
70 190 41
70 191 18
70 192 9
70 193 100
70 194 43
70 195 95
70 196 87
70 197 38
70 198 86
70 199 5
71 72 62
71 73 1
71 74 25
71 75 6
71 76 84
71 77 31
71 78 87
71 79 5
71 80 9
71 81 30
71 82 59
71 83 52
71 84 8
71 85 93
71 86 54
71 87 76
71 88 57
71 89 99
71 90 61
71 91 82
71 92 30
71 93 47
71 94 94
71 95 72
71 96 9
71 97 79
71 98 10
71 99 14
71 100 94
71 101 85
71 102 8
71 103 51
71 104 4
71 105 26
71 106 8
71 107 41
71 108 34
71 109 36
71 110 45
71 111 60
71 112 28
71 113 66
71 114 65
71 115 69
71 116 37
71 117 3
71 118 30
71 119 23
71 120 34
71 121 19
71 122 8
71 123 49
71 124 53
71 125 95
71 126 55
71 127 9
71 128 8
71 129 71
71 130 34
71 131 90
71 132 21
71 133 76
71 134 28
71 135 39
71 136 33
71 137 10
71 138 73
71 139 78
71 140 70
71 141 99
71 142 71
71 143 36
71 144 13
71 145 4
71 146 8
71 147 87
71 148 68
71 149 56
71 150 44
71 151 32
71 152 11
71 153 61
71 154 55
71 155 56
71 156 58
71 157 24
71 158 60
71 159 5
71 160 48
71 161 53
71 162 83
71 163 52
71 164 99
71 165 33
71 166 63
71 167 3
71 168 43
71 169 5
71 170 7
71 171 26
71 172 92
71 173 51
71 174 17
71 175 13
71 176 95
71 177 44
71 178 34
71 179 31
71 180 11
71 181 3
71 182 94
71 183 98
71 184 56
71 185 49
71 186 37
71 187 20
71 188 66
71 189 6
71 190 9
71 191 90
71 192 84
71 193 74
71 194 47
71 195 60
71 196 61
71 197 30
71 198 90
71 199 10
72 73 53
72 74 68
72 75 35
72 76 65
72 77 33
72 78 12
72 79 95
72 80 11
72 81 93
72 82 48
72 83 1
72 84 90
72 85 54
72 86 43
72 87 91
72 88 61
72 89 20
72 90 63
72 91 77
72 92 76
72 93 96
72 94 98
72 95 60
72 96 41
72 97 71
72 98 5
72 99 31
72 100 98
72 101 65
72 102 88
72 103 75
72 104 100
72 105 15
72 106 70
72 107 48
72 108 82
72 109 99
72 110 40
72 111 26
72 112 4
72 113 85
72 114 51
72 115 47
72 116 36
72 117 54
72 118 53
72 119 75
72 120 61
72 121 64
72 122 37
72 123 35
72 124 26
72 125 18
72 126 4
72 127 53
72 128 43
72 129 19
72 130 24
72 131 43
72 132 83
72 133 69
72 134 9
72 135 42
72 136 57
72 137 92
72 138 91
72 139 27
72 140 35
72 141 76
72 142 98
72 143 15
72 144 76
72 145 15
72 146 61
72 147 19
72 148 30
72 149 33
72 150 82
72 151 13
72 152 4
72 153 87
72 154 69
72 155 73
72 156 31
72 157 31
72 158 65
72 159 63
72 160 24
72 161 41
72 162 66
72 163 33
72 164 37
72 165 84
72 166 85
72 167 12
72 168 62
72 169 58
72 170 35
72 171 52
72 172 38
72 173 62
72 174 50
72 175 82
72 176 78
72 177 20
72 178 10
72 179 15
72 180 40
72 181 38
72 182 42
72 183 99
72 184 42
72 185 73
72 186 81
72 187 28
72 188 51
72 189 24
72 190 3
72 191 16
72 192 84
72 193 6
72 194 78
72 195 84
72 196 4
72 197 26
72 198 2
72 199 59
73 74 53
73 75 76
73 76 12
73 77 10
73 78 80
73 79 59
73 80 66
73 81 49
73 82 9
73 83 74
73 84 62
73 85 83
73 86 70
73 87 59
73 88 32
73 89 12
73 90 73
73 91 23
73 92 60
73 93 77
73 94 66
73 95 76
73 96 64
73 97 97
73 98 8
73 99 15
73 100 69
73 101 25
73 102 70
73 103 35
73 104 22
73 105 53
73 106 28
73 107 86
73 108 85
73 109 17
73 110 94
73 111 82
73 112 67
73 113 4
73 114 29
73 115 28
73 116 91
73 117 67
73 118 49
73 119 63
73 120 41
73 121 52
73 122 12
73 123 62
73 124 11
73 125 11
73 126 15
73 127 70
73 128 83
73 129 69
73 130 8
73 131 37
73 132 56
73 133 46
73 134 79
73 135 84
73 136 89
73 137 48
73 138 89
73 139 9
73 140 44
73 141 13
73 142 33
73 143 97
73 144 18
73 145 13
73 146 87
73 147 96
73 148 97
73 149 75
73 150 14
73 151 50
73 152 99
73 153 18
73 154 69
73 155 65
73 156 38
73 157 62
73 158 67
73 159 44
73 160 62
73 161 28
73 162 16
73 163 53
73 164 9
73 165 72
73 166 44
73 167 82
73 168 41
73 169 68
73 170 69
73 171 5
73 172 62
73 173 80
73 174 82
73 175 66
73 176 22
73 177 91
73 178 51
73 179 17
73 180 17
73 181 14
73 182 16
73 183 24
73 184 37
73 185 34
73 186 95
73 187 23
73 188 37
73 189 50
73 190 20
73 191 12
73 192 94
73 193 83
73 194 9
73 195 57
73 196 73
73 197 55
73 198 63
73 199 12
74 75 8
74 76 50
74 77 1
74 78 27
74 79 70
74 80 69
74 81 84
74 82 56
74 83 72
74 84 85
74 85 89
74 86 93
74 87 81
74 88 19
74 89 28
74 90 13
74 91 19
74 92 89
74 93 3
74 94 50
74 95 84
74 96 52
74 97 21
74 98 16
74 99 17
74 100 45
74 101 43
74 102 21
74 103 37
74 104 14
74 105 8
74 106 16
74 107 75
74 108 87
74 109 46
74 110 57
74 111 90
74 112 53
74 113 40
74 114 14
74 115 77
74 116 47
74 117 77
74 118 48
74 119 25
74 120 8
74 121 59
74 122 45
74 123 65
74 124 47
74 125 62
74 126 11
74 127 33
74 128 93
74 129 51
74 130 62
74 131 72
74 132 20
74 133 49
74 134 48
74 135 58
74 136 2
74 137 57
74 138 39
74 139 72
74 140 91
74 141 70
74 142 53
74 143 28
74 144 91
74 145 38
74 146 35
74 147 47
74 148 30
74 149 1
74 150 27
74 151 14
74 152 59
74 153 44
74 154 32
74 155 50
74 156 3
74 157 47
74 158 12
74 159 13
74 160 57
74 161 66
74 162 95
74 163 34
74 164 17
74 165 51
74 166 69
74 167 92
74 168 20
74 169 39
74 170 61
74 171 82
74 172 48
74 173 25
74 174 47
74 175 49
74 176 83
74 177 35
74 178 33
74 179 34
74 180 89
74 181 69
74 182 62
74 183 22
74 184 23
74 185 67
74 186 61
74 187 28
74 188 82
74 189 32
74 190 16
74 191 68
74 192 20
74 193 63
74 194 43
74 195 25
74 196 35
74 197 40
74 198 77
74 199 40
75 76 5
75 77 94
75 78 78
75 79 64
75 80 72
75 81 34
75 82 45
75 83 70
75 84 25
75 85 30
75 86 90
75 87 10
75 88 40
75 89 72
75 90 43
75 91 60
75 92 16
75 93 99
75 94 4
75 95 70
75 96 34
75 97 35
75 98 55
75 99 7
75 100 85
75 101 4
75 102 42
75 103 61
75 104 65
75 105 58
75 106 31
75 107 45
75 108 77
75 109 43
75 110 8
75 111 8
75 112 67
75 113 90
75 114 67
75 115 91
75 116 1
75 117 61
75 118 25
75 119 70
75 120 62
75 121 7
75 122 89
75 123 24
75 124 93
75 125 95
75 126 88
75 127 3
75 128 61
75 129 42
75 130 39
75 131 54
75 132 44
75 133 29
75 134 44
75 135 87
75 136 38
75 137 56
75 138 95
75 139 49
75 140 85
75 141 18
75 142 72
75 143 59
75 144 20
75 145 78
75 146 87
75 147 8
75 148 22
75 149 51
75 150 12
75 151 82
75 152 14
75 153 46
75 154 59
75 155 89
75 156 100
75 157 93
75 158 50
75 159 43
75 160 99
75 161 4
75 162 35
75 163 43
75 164 52
75 165 70
75 166 24
75 167 18
75 168 5
75 169 35
75 170 81
75 171 67
75 172 5
75 173 63
75 174 68
75 175 46
75 176 86
75 177 8
75 178 91
75 179 50
75 180 23
75 181 1
75 182 72
75 183 32
75 184 57
75 185 34
75 186 56
75 187 8
75 188 100
75 189 58
75 190 3
75 191 57
75 192 35
75 193 2
75 194 28
75 195 90
75 196 48
75 197 43
75 198 100
75 199 97
76 77 64
76 78 81
76 79 22
76 80 32
76 81 90
76 82 33
76 83 64
76 84 3
76 85 46
76 86 17
76 87 13
76 88 51
76 89 44
76 90 56
76 91 31
76 92 85
76 93 89
76 94 29
76 95 28
76 96 50
76 97 85
76 98 51
76 99 21
76 100 15
76 101 63
76 102 92
76 103 5
76 104 88
76 105 61
76 106 53
76 107 86
76 108 69
76 109 100
76 110 31
76 111 93
76 112 65
76 113 52
76 114 70
76 115 51
76 116 38
76 117 76
76 118 96
76 119 77
76 120 19
76 121 44
76 122 26
76 123 92
76 124 52
76 125 79
76 126 45
76 127 4
76 128 7
76 129 5
76 130 66
76 131 82
76 132 67
76 133 15
76 134 6
76 135 76
76 136 87
76 137 47
76 138 35
76 139 25
76 140 45
76 141 17
76 142 28
76 143 58
76 144 79
76 145 60
76 146 55
76 147 11
76 148 16
76 149 67
76 150 57
76 151 67
76 152 47
76 153 22
76 154 30
76 155 29
76 156 18
76 157 29
76 158 69
76 159 52
76 160 7
76 161 74
76 162 24
76 163 13
76 164 25
76 165 70
76 166 35
76 167 95
76 168 64
76 169 70
76 170 18
76 171 91
76 172 20
76 173 88
76 174 30
76 175 78
76 176 36
76 177 25
76 178 81
76 179 65
76 180 62
76 181 67
76 182 85
76 183 33
76 184 29
76 185 46
76 186 91
76 187 100
76 188 83
76 189 48
76 190 59
76 191 72
76 192 54
76 193 93
76 194 19
76 195 97
76 196 2
76 197 51
76 198 31
76 199 13
77 78 49
77 79 21
77 80 45
77 81 44
77 82 90
77 83 34
77 84 89
77 85 99
77 86 65
77 87 88
77 88 95
77 89 80
77 90 75
77 91 91
77 92 78
77 93 98
77 94 100
77 95 37
77 96 33
77 97 93
77 98 38
77 99 43
77 100 83
77 101 80
77 102 30
77 103 64
77 104 50
77 105 49
77 106 93
77 107 77
77 108 11
77 109 16
77 110 54
77 111 92
77 112 33
77 113 70
77 114 75
77 115 97
77 116 67
77 117 56
77 118 62
77 119 93
77 120 29
77 121 35
77 122 4
77 123 13
77 124 9
77 125 4
77 126 11
77 127 48
77 128 1
77 129 88
77 130 14
77 131 71
77 132 72
77 133 65
77 134 63
77 135 63
77 136 6
77 137 54
77 138 28
77 139 85
77 140 14
77 141 32
77 142 95
77 143 97
77 144 74
77 145 22
77 146 97
77 147 23
77 148 33
77 149 67
77 150 86
77 151 25
77 152 45
77 153 67
77 154 31
77 155 92
77 156 6
77 157 21
77 158 19
77 159 88
77 160 100
77 161 17
77 162 1
77 163 13
77 164 84
77 165 67
77 166 55
77 167 71
77 168 8
77 169 59
77 170 85
77 171 6
77 172 49
77 173 84
77 174 93
77 175 8
77 176 63
77 177 81
77 178 27
77 179 62
77 180 5
77 181 45
77 182 20
77 183 64
77 184 53
77 185 9
77 186 25
77 187 98
77 188 70
77 189 96
77 190 51
77 191 32
77 192 100
77 193 16
77 194 82
77 195 83
77 196 6
77 197 6
77 198 84
77 199 4
78 79 71
78 80 26
78 81 64
78 82 92
78 83 17
78 84 12
78 85 51
78 86 1
78 87 19
78 88 95
78 89 31
78 90 80
78 91 42
78 92 76
78 93 31
78 94 2
78 95 1
78 96 67
78 97 6
78 98 86
78 99 61
78 100 89
78 101 95
78 102 87
78 103 35
78 104 95
78 105 48
78 106 74
78 107 31
78 108 12
78 109 44
78 110 67
78 111 30
78 112 22
78 113 98
78 114 36
78 115 23
78 116 13
78 117 64
78 118 93
78 119 52
78 120 13
78 121 59
78 122 29
78 123 88
78 124 73
78 125 83
78 126 70
78 127 64
78 128 2
78 129 30
78 130 58
78 131 49
78 132 49
78 133 50
78 134 48
78 135 45
78 136 2
78 137 91
78 138 27
78 139 61
78 140 33
78 141 55
78 142 44
78 143 37
78 144 89
78 145 71
78 146 87
78 147 45
78 148 19
78 149 17
78 150 49
78 151 45
78 152 1
78 153 25
78 154 90
78 155 74
78 156 7
78 157 51
78 158 54
78 159 6
78 160 95
78 161 50
78 162 2
78 163 48
78 164 86
78 165 21
78 166 47
78 167 2
78 168 70
78 169 55
78 170 21
78 171 93
78 172 45
78 173 81
78 174 67
78 175 89
78 176 91
78 177 82
78 178 16
78 179 28
78 180 84
78 181 89
78 182 15
78 183 76
78 184 78
78 185 49
78 186 78
78 187 43
78 188 28
78 189 49
78 190 98
78 191 37
78 192 38
78 193 65
78 194 40
78 195 94
78 196 37
78 197 53
78 198 74
78 199 25
79 80 68
79 81 35
79 82 15
79 83 76
79 84 61
79 85 49
79 86 78
79 87 11
79 88 46
79 89 4
79 90 27
79 91 46
79 92 81
79 93 54
79 94 73
79 95 67
79 96 33
79 97 48
79 98 4
79 99 72
79 100 22
79 101 63
79 102 28
79 103 69
79 104 78
79 105 24
79 106 45
79 107 14
79 108 16
79 109 78
79 110 63
79 111 40
79 112 32
79 113 10
79 114 20
79 115 86
79 116 35
79 117 43
79 118 47
79 119 30
79 120 86
79 121 99
79 122 61
79 123 92
79 124 30
79 125 85
79 126 28
79 127 24
79 128 67
79 129 36
79 130 63
79 131 78
79 132 59
79 133 31
79 134 17
79 135 14
79 136 48
79 137 53
79 138 75
79 139 60
79 140 33
79 141 32
79 142 13
79 143 45
79 144 26
79 145 77
79 146 41
79 147 100
79 148 99
79 149 84
79 150 19
79 151 4
79 152 87
79 153 81
79 154 59
79 155 65
79 156 23
79 157 50
79 158 38
79 159 18
79 160 58
79 161 89
79 162 75
79 163 47
79 164 11
79 165 15
79 166 47
79 167 91
79 168 28
79 169 6
79 170 66
79 171 97
79 172 97
79 173 72
79 174 23
79 175 4
79 176 84
79 177 100
79 178 35
79 179 47
79 180 94
79 181 60
79 182 88
79 183 57
79 184 9
79 185 34
79 186 42
79 187 26
79 188 6
79 189 65
79 190 26
79 191 71
79 192 68
79 193 82
79 194 87
79 195 55
79 196 24
79 197 37
79 198 43
79 199 79
80 81 30
80 82 3
80 83 78
80 84 40
80 85 24
80 86 8
80 87 56
80 88 2
80 89 8
80 90 72
80 91 47
80 92 88
80 93 20
80 94 13
80 95 36
80 96 83
80 97 68
80 98 49
80 99 87
80 100 35
80 101 8
80 102 43
80 103 24
80 104 73
80 105 66
80 106 66
80 107 31
80 108 88
80 109 45
80 110 37
80 111 39
80 112 50
80 113 69
80 114 92
80 115 88
80 116 2
80 117 24
80 118 37
80 119 67
80 120 87
80 121 92
80 122 73
80 123 8
80 124 23
80 125 68
80 126 86
80 127 56
80 128 39
80 129 98
80 130 30
80 131 49
80 132 8
80 133 51
80 134 82
80 135 18
80 136 87
80 137 74
80 138 64
80 139 42
80 140 86
80 141 59
80 142 78
80 143 14
80 144 72
80 145 55
80 146 81
80 147 88
80 148 71
80 149 19
80 150 100
80 151 38
80 152 30
80 153 60
80 154 22
80 155 95
80 156 3
80 157 98
80 158 100
80 159 92
80 160 58
80 161 35
80 162 78
80 163 77
80 164 14
80 165 9
80 166 99
80 167 76
80 168 83
80 169 68
80 170 91
80 171 18
80 172 82
80 173 45
80 174 20
80 175 89
80 176 5
80 177 62
80 178 93
80 179 7
80 180 84
80 181 9
80 182 69
80 183 74
80 184 85
80 185 54
80 186 59
80 187 14
80 188 92
80 189 28
80 190 58
80 191 7
80 192 54
80 193 68
80 194 43
80 195 90
80 196 60
80 197 52
80 198 3
80 199 70
81 82 29
81 83 10
81 84 40
81 85 50
81 86 78
81 87 78
81 88 75
81 89 77
81 90 2
81 91 14
81 92 20
81 93 83
81 94 82
81 95 59
81 96 66
81 97 78
81 98 61
81 99 10
81 100 28
81 101 31
81 102 62
81 103 1
81 104 83
81 105 83
81 106 55
81 107 43
81 108 26
81 109 72
81 110 8
